record_id,doi,year,title,status,pmcid,versioned_pmcid,local_path,retrieved_at,source_url,resolved_url,source_landing_page_url,source_landing_page_snapshot_path,source_landing_page_snapshot_sha256,source_landing_page_snapshot_bytes,source_name,source_version,requested_version,version_assertion_method,source_version_assertion_method,historical_evaluated_edition_relation,historical_evaluated_edition_equivalence_asserted,transport_provenance_verification_status,transport_provenance_limitation,source_license,source_access,pmc_manifest_path,pmc_manifest_sha256,pmc_manifest_original_path,pmc_package_metadata_snapshot_path,pmc_package_metadata_snapshot_sha256,pmc_package_metadata_snapshot_bytes,pmc_article_xml_original_path,pmc_article_xml_snapshot_path,pmc_article_xml_snapshot_sha256,pmc_article_xml_snapshot_bytes,bytes,sha256,page_count,artifact_type,identity_check,title_similarity,error
doi:10.1021/acssynbio.0c00265,10.1021/acssynbio.0c00265,2020,Site-Directed Mutagenesis of Large Biosynthetic Gene Clusters via Oligonucleotide Recombineering and CRISPR/Cas9 Targeting,already_present,PMC8142379,PMC8142379.1,data/papers/2020/10.1021__acssynbio.0c00265/versions/pmc_author_manuscript/paper__4a12130210a7.pdf,2026-09-03T06:05:21+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC8142379/pdf/nihms-1702301.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC8142379/pdf/nihms-1702301.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC8142379/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2020/10.1021__acssynbio.0c00265/versions/pmc_author_manuscript/pmc_manifest__ee27eca90b7a.json,ee27eca90b7aa3e5af2e7db05b01156f8d5fd291e54efc0327fa49b4ff6dc87f,data/papers/2020/10.1021__acssynbio.0c00265/pmc.json,data/papers/2020/10.1021__acssynbio.0c00265/versions/pmc_author_manuscript/pmc_package_metadata__9de6edb99cd3.json,9de6edb99cd3190ab25007403b78eac471ea497e515c7f29b47999bef2cc5048,659,data/papers/2020/10.1021__acssynbio.0c00265/pmc/PMC8142379.1.xml,data/papers/2020/10.1021__acssynbio.0c00265/versions/pmc_author_manuscript/pmc_article_xml__24ea7af9476a.xml,24ea7af9476ad8bfeab73ef0436baecf88ced7c0151fec37fd030634b9f5f9d2,58580,1194117,4a12130210a7ad27129fe33738fa4cbcb1e6a17982110e3fe6df7193fa6b69d3,12,article_pdf,doi,1.0,
doi:10.1021/acssynbio.0c00305,10.1021/acssynbio.0c00305,2020,Design and Characterization of Rapid Optogenetic Circuits for Dynamic Control in Yeast Metabolic Engineering,already_present,PMC10399620,PMC10399620.1,data/papers/2020/10.1021__acssynbio.0c00305/versions/pmc_author_manuscript/paper__c72e2c75932c.pdf,2026-09-03T06:05:44+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC10399620/pdf/nihms-1915997.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10399620/pdf/nihms-1915997.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10399620/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2020/10.1021__acssynbio.0c00305/versions/pmc_author_manuscript/pmc_manifest__2aff2050ec9e.json,2aff2050ec9ee6210651898e30912fc7f71b85a900b301ac107a564dfab4fc94,data/papers/2020/10.1021__acssynbio.0c00305/pmc.json,data/papers/2020/10.1021__acssynbio.0c00305/versions/pmc_author_manuscript/pmc_package_metadata__6a756c5c261d.json,6a756c5c261d799d0ebbe25569c7b6ab8f02b8a8acef42620f6c4bd2bb1f5132,649,data/papers/2020/10.1021__acssynbio.0c00305/pmc/PMC10399620.1.xml,data/papers/2020/10.1021__acssynbio.0c00305/versions/pmc_author_manuscript/pmc_article_xml__402965f55af7.xml,402965f55af7e1aa0d0101c32ff4320666a2b9600a1668b8deeac4396c73a73b,132212,1432074,c72e2c75932cd5e61d80c72a8d5d8ce31c472ef4727510c0ae48b422a93bbaab,25,article_pdf,doi,1.0,
doi:10.1021/acssynbio.0c00380,10.1021/acssynbio.0c00380,2020,"Leveraging Oxidative Stress to Regulate Redox Balance-Based, In Vivo Growth Selections for Oxygenase Engineering",already_present,PMC10441625,PMC10441625.1,data/papers/2020/10.1021__acssynbio.0c00380/versions/pmc_author_manuscript/paper__7535d127524e.pdf,2026-09-03T06:05:41+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC10441625/pdf/nihms-1919504.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10441625/pdf/nihms-1919504.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10441625/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2020/10.1021__acssynbio.0c00380/versions/pmc_author_manuscript/pmc_manifest__43ca96ad6b10.json,43ca96ad6b10edd281c15847d6b8e7cc7000081a78fbbf2161a871e133a18b47,data/papers/2020/10.1021__acssynbio.0c00380/pmc.json,data/papers/2020/10.1021__acssynbio.0c00380/versions/pmc_author_manuscript/pmc_package_metadata__bf3325557a84.json,bf3325557a848999af9317417a8a86dba3dcfab7d5d69112855248ce98a93d03,654,data/papers/2020/10.1021__acssynbio.0c00380/pmc/PMC10441625.1.xml,data/papers/2020/10.1021__acssynbio.0c00380/versions/pmc_author_manuscript/pmc_article_xml__8b36a1b04e3c.xml,8b36a1b04e3c8abfe623ec8db1d365354cc13cb97f83bb4e1bfabcd2ac779433,108176,1672732,7535d127524e77c47c883ced58dae572574d0dee80eb1a762fc31a2d3f352575,20,article_pdf,doi,1.0,
doi:10.1021/acssynbio.0c00397,10.1021/acssynbio.0c00397,2020,Creating Red Light-Switchable Protein Dimerization Systems as Genetically Encoded Actuators with High Specificity,already_present,PMC7749050,PMC7749050.1,data/papers/2020/10.1021__acssynbio.0c00397/versions/pmc_author_manuscript/paper__6c9cc1962be3.pdf,2026-09-03T06:05:46+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC7749050/pdf/nihms-1643762.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC7749050/pdf/nihms-1643762.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC7749050/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2020/10.1021__acssynbio.0c00397/versions/pmc_author_manuscript/pmc_manifest__7d825265a462.json,7d825265a4629df02652f4df7fadd26231595418ec9c2477865b50844b6d2e68,data/papers/2020/10.1021__acssynbio.0c00397/pmc.json,data/papers/2020/10.1021__acssynbio.0c00397/versions/pmc_author_manuscript/pmc_package_metadata__ec9ea86dfa79.json,ec9ea86dfa79169180e6d84a6d89f8caaa734b7b13d5bb7a0064c57c6b6ff070,650,data/papers/2020/10.1021__acssynbio.0c00397/pmc/PMC7749050.1.xml,data/papers/2020/10.1021__acssynbio.0c00397/versions/pmc_author_manuscript/pmc_article_xml__51c4873a1d85.xml,51c4873a1d85ee1fe865f6f2336407b535d32b53e76df5f0c0da992e36806d08,121577,1781214,6c9cc1962be38741b24c265fbe06f3b7d5c256c569d06e62a44c7dc6213fae7a,27,article_pdf,doi,1.0,
doi:10.1021/acssynbio.0c00407,10.1021/acssynbio.0c00407,2020,Genetically Encoded Fluorescent Biosensor for Rapid Detection of Protein Expression,already_present,PMC8477756,PMC8477756.1,data/papers/2020/10.1021__acssynbio.0c00407/versions/pmc_author_manuscript/paper__bcda80d585e2.pdf,2026-09-03T06:05:38+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC8477756/pdf/nihms-1739487.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC8477756/pdf/nihms-1739487.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC8477756/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2020/10.1021__acssynbio.0c00407/versions/pmc_author_manuscript/pmc_manifest__faa299aac88d.json,faa299aac88de792cec821e8f42e448c7dfbafc22ea71396e0be3663be688f08,data/papers/2020/10.1021__acssynbio.0c00407/pmc.json,data/papers/2020/10.1021__acssynbio.0c00407/versions/pmc_author_manuscript/pmc_package_metadata__e4e4dbfedb53.json,e4e4dbfedb538e59fe038461d9a245c6719ab12f4549dbe330cb996d30a3822b,620,data/papers/2020/10.1021__acssynbio.0c00407/pmc/PMC8477756.1.xml,data/papers/2020/10.1021__acssynbio.0c00407/versions/pmc_author_manuscript/pmc_article_xml__2a39444212c6.xml,2a39444212c6fe763ef8292576f2a6e2c44772d4f94a3bf006c122d7acf8a91a,100750,1100209,bcda80d585e21600879900a88aa3e094bb0b4b50db71cfda2e0b82738fb541ca,21,article_pdf,doi,1.0,
doi:10.1021/acssynbio.0c00431,10.1021/acssynbio.0c00431,2020,Heterologous Expression of Cryptomaldamide in a Cyanobacterial Host,already_present,PMC8514081,PMC8514081.1,data/papers/2020/10.1021__acssynbio.0c00431/versions/pmc_author_manuscript/paper__b4d29501542d.pdf,2026-09-03T06:05:49+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC8514081/pdf/nihms-1743291.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC8514081/pdf/nihms-1743291.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC8514081/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2020/10.1021__acssynbio.0c00431/versions/pmc_author_manuscript/pmc_manifest__0d656bd8865f.json,0d656bd8865f22a89b952da6fa6205bbabea17b085236d44ee74ce0515e81f06,data/papers/2020/10.1021__acssynbio.0c00431/pmc.json,data/papers/2020/10.1021__acssynbio.0c00431/versions/pmc_author_manuscript/pmc_package_metadata__bd01c628659e.json,bd01c628659ead3cb9ef95be2bd52282f4f4b2bbac07d2187202fbaf62af82d6,604,data/papers/2020/10.1021__acssynbio.0c00431/pmc/PMC8514081.1.xml,data/papers/2020/10.1021__acssynbio.0c00431/versions/pmc_author_manuscript/pmc_article_xml__00738f3a4d52.xml,00738f3a4d5200e0f05e6e5fd35499c24e52d472fe63d0512dd38fd487b168cd,174822,973623,b4d29501542d49e213513ca729b9ee5647ce7d452480db35dde05ad10cb4d437,24,article_pdf,doi,1.0,
doi:10.1021/acssynbio.9b00277,10.1021/acssynbio.9b00277,2020,Engineered BRET-Based Biologic Light Sources Enable Spatiotemporal Control over Diverse Optogenetic Systems,already_present,PMC7875091,PMC7875091.1,data/papers/2020/10.1021__acssynbio.9b00277/versions/pmc_author_manuscript/paper__5b1beabf41c5.pdf,2026-09-03T05:48:47+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC7875091/pdf/nihms-1669526.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC7875091/pdf/nihms-1669526.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC7875091/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2020/10.1021__acssynbio.9b00277/versions/pmc_author_manuscript/pmc_manifest__d5614a9a20b0.json,d5614a9a20b02580c3764c84b58337f9c6fdeb18942006c33976be66721f9e3b,data/papers/2020/10.1021__acssynbio.9b00277/pmc.json,data/papers/2020/10.1021__acssynbio.9b00277/versions/pmc_author_manuscript/pmc_package_metadata__fcd6d4db7527.json,fcd6d4db7527e966abfc8c6c1950083b4c5a28afbc6ac599cd80e03154c94e2f,644,data/papers/2020/10.1021__acssynbio.9b00277/pmc/PMC7875091.1.xml,data/papers/2020/10.1021__acssynbio.9b00277/versions/pmc_author_manuscript/pmc_article_xml__a6eb6d92c191.xml,a6eb6d92c19189e01f1131acb33ce2b173d74cf43f70cdac5e738c6fe26a9771,133326,1519563,5b1beabf41c5eead29602871342d43adb00b7fa13642ef061402520eb7dab9fc,18,article_pdf,doi,1.0,
doi:10.1021/acssynbio.9b00334,10.1021/acssynbio.9b00334,2020,Expanding the Natural Products Heterologous Expression Repertoire in the Model Cyanobacterium Anabaena sp. Strain PCC 7120: Production of Pendolmycin and Teleocidin B-4,already_present,PMC7384983,PMC7384983.1,data/papers/2020/10.1021__acssynbio.9b00334/versions/pmc_author_manuscript/paper__f4f2bbf5b6c1.pdf,2026-09-03T05:48:55+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC7384983/pdf/nihms-1586574.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC7384983/pdf/nihms-1586574.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC7384983/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2020/10.1021__acssynbio.9b00334/versions/pmc_author_manuscript/pmc_manifest__22a5d2d26822.json,22a5d2d268226dc6f459245f2cc1881e6e051972a33d50a0fd1a4e89d4b119b8,data/papers/2020/10.1021__acssynbio.9b00334/pmc.json,data/papers/2020/10.1021__acssynbio.9b00334/versions/pmc_author_manuscript/pmc_package_metadata__5f79551815a7.json,5f79551815a7fe036998b44a52d74fe1b04b2c44edb7c185ede77d64741b9cd0,705,data/papers/2020/10.1021__acssynbio.9b00334/pmc/PMC7384983.1.xml,data/papers/2020/10.1021__acssynbio.9b00334/versions/pmc_author_manuscript/pmc_article_xml__8952e7332cd3.xml,8952e7332cd3b6703a87c0c1dc4051f911cc1d545b04de9b5a953d70bdd024b0,139733,1101255,f4f2bbf5b6c1d6206b46ccc8d43dab9307deb7d7864251a11bd699261d729dd9,27,article_pdf,doi,1.0,
doi:10.1021/acssynbio.9b00341,10.1021/acssynbio.9b00341,2020,Site-Specific Post-translational Surface Modification of Adeno-Associated Virus Vectors Using Leucine Zippers,already_present,PMC7323921,PMC7323921.1,data/papers/2020/10.1021__acssynbio.9b00341/versions/pmc_author_manuscript/paper__bdcd721e9695.pdf,2026-09-03T05:49:19+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC7323921/pdf/nihms-1600578.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC7323921/pdf/nihms-1600578.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC7323921/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2020/10.1021__acssynbio.9b00341/versions/pmc_author_manuscript/pmc_manifest__b469d3756efe.json,b469d3756efeeeea0b065853cea518c6f81918a182c0f76e26405bdb35cdae48,data/papers/2020/10.1021__acssynbio.9b00341/pmc.json,data/papers/2020/10.1021__acssynbio.9b00341/versions/pmc_author_manuscript/pmc_package_metadata__49a468cb559c.json,49a468cb559cd00f7db48dfbd3e805ef569108695e88421a9ddee41cb5f23a2c,646,data/papers/2020/10.1021__acssynbio.9b00341/pmc/PMC7323921.1.xml,data/papers/2020/10.1021__acssynbio.9b00341/versions/pmc_author_manuscript/pmc_article_xml__f8dfef120415.xml,f8dfef1204157d443d3622ce6b4a24867ca8bd0c7175521b2080814edc7f0f7b,76505,752332,bdcd721e96950f7e4245be8cbd8598b818042c399f746ba2114377156f6b9927,18,article_pdf,doi,1.0,
doi:10.1021/acssynbio.9b00347,10.1021/acssynbio.9b00347,2020,Point-of-Use Detection of Environmental Fluoride via a Cell-Free Riboswitch-Based Biosensor,already_present,PMC7412506,PMC7412506.1,data/papers/2020/10.1021__acssynbio.9b00347/versions/pmc_author_manuscript/paper__23c59a9564b1.pdf,2026-09-03T05:48:50+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC7412506/pdf/nihms-1603618.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC7412506/pdf/nihms-1603618.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC7412506/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2020/10.1021__acssynbio.9b00347/versions/pmc_author_manuscript/pmc_manifest__d27b4629278b.json,d27b4629278b0060cc22a8d0c18963960695b5ced77db5a898fd0875b0c60b5d,data/papers/2020/10.1021__acssynbio.9b00347/pmc.json,data/papers/2020/10.1021__acssynbio.9b00347/versions/pmc_author_manuscript/pmc_package_metadata__6def34d37769.json,6def34d377698ba9796582b84125a6b10d3d2477473aff9517524699c9d174d2,628,data/papers/2020/10.1021__acssynbio.9b00347/pmc/PMC7412506.1.xml,data/papers/2020/10.1021__acssynbio.9b00347/versions/pmc_author_manuscript/pmc_article_xml__98a6e39a2d99.xml,98a6e39a2d99ad5cba7e4f24918e631b30fd197bc9ea7f59495f6979232321e0,88203,1122735,23c59a9564b110d6b5eab852ee32b4c8eb55966fc5e0bc3965d916f0766dc148,18,article_pdf,doi,1.0,
doi:10.1021/acssynbio.9b00348,10.1021/acssynbio.9b00348,2020,"Design of a Transcriptional Biosensor for the Portable, On-Demand Detection of Cyanuric Acid",already_present,PMC7372534,PMC7372534.1,data/papers/2020/10.1021__acssynbio.9b00348/versions/pmc_author_manuscript/paper__e975c786732a.pdf,2026-09-03T05:48:58+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC7372534/pdf/nihms-1603619.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC7372534/pdf/nihms-1603619.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC7372534/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2020/10.1021__acssynbio.9b00348/versions/pmc_author_manuscript/pmc_manifest__4fefb110ddb7.json,4fefb110ddb754a4ca2f4a275ab5d601c1f9287af2eff4bb5f1063c42c30c679,data/papers/2020/10.1021__acssynbio.9b00348/pmc.json,data/papers/2020/10.1021__acssynbio.9b00348/versions/pmc_author_manuscript/pmc_package_metadata__10af37ec0e49.json,10af37ec0e497ec1e8b1a6825139bf10ea76358873b657e31e43e5839cf28211,629,data/papers/2020/10.1021__acssynbio.9b00348/pmc/PMC7372534.1.xml,data/papers/2020/10.1021__acssynbio.9b00348/versions/pmc_author_manuscript/pmc_article_xml__5de8ea1cc82d.xml,5de8ea1cc82d7e4ce47a4841190ae84ed45c711a8e259e5e91430a4f79ab36b8,111248,851589,e975c786732ad58a987b470fff993f1e53da6537362bc696b12b940db6ba40b3,22,article_pdf,doi,1.0,
doi:10.1021/acssynbio.9b00356,10.1021/acssynbio.9b00356,2020,Quantifying and Engineering Mucus Adhesion of Probiotics,already_present,PMC7191639,PMC7191639.1,data/papers/2020/10.1021__acssynbio.9b00356/versions/pmc_author_manuscript/paper__25702e04fd67.pdf,2026-09-03T05:49:11+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC7191639/pdf/nihms-1583262.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC7191639/pdf/nihms-1583262.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC7191639/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2020/10.1021__acssynbio.9b00356/versions/pmc_author_manuscript/pmc_manifest__3786bdd9a43b.json,3786bdd9a43b18bbf49a15d46879b52ea28de6cdd6c7e75a2fc4bf7443171ba7,data/papers/2020/10.1021__acssynbio.9b00356/pmc.json,data/papers/2020/10.1021__acssynbio.9b00356/versions/pmc_author_manuscript/pmc_package_metadata__949289a66d61.json,949289a66d610e0ed1d5d17b9dfdc183de6c81a44f907cc72ac346347b6f3fba,593,data/papers/2020/10.1021__acssynbio.9b00356/pmc/PMC7191639.1.xml,data/papers/2020/10.1021__acssynbio.9b00356/versions/pmc_author_manuscript/pmc_article_xml__c9064d3afe09.xml,c9064d3afe097d3debbdfe1350e4d5cec034649d1b201f9ed2713745f9b430ce,166030,1242445,25702e04fd6715d2dcc05313ccd81406864369d953eac44b43a7f5fe87cd13ba,25,article_pdf,doi,1.0,
doi:10.1021/acssynbio.9b00372,10.1021/acssynbio.9b00372,2020,Host-Informed Expression of CRISPR Guide RNA for Genomic Engineering in Komagataella phaffii,already_present,PMC7814401,PMC7814401.1,data/papers/2020/10.1021__acssynbio.9b00372/versions/pmc_author_manuscript/paper__b1a0fdcbd7ef.pdf,2026-09-03T05:48:53+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC7814401/pdf/nihms-1660237.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC7814401/pdf/nihms-1660237.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC7814401/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2020/10.1021__acssynbio.9b00372/versions/pmc_author_manuscript/pmc_manifest__b7851b25269f.json,b7851b25269f7efd053f538762fbc491301ca9f687b3215f97712d4062d5602e,data/papers/2020/10.1021__acssynbio.9b00372/pmc.json,data/papers/2020/10.1021__acssynbio.9b00372/versions/pmc_author_manuscript/pmc_package_metadata__f5caa5290701.json,f5caa52907018502298de383ce4e7fb4073ca0a10636f79965657750fb0b0858,629,data/papers/2020/10.1021__acssynbio.9b00372/pmc/PMC7814401.1.xml,data/papers/2020/10.1021__acssynbio.9b00372/versions/pmc_author_manuscript/pmc_article_xml__8236a27666fd.xml,8236a27666fd4f1194c42502b8170f44c3bc9faf6f8cb5abff2ea62f60f5f125,106000,1492893,b1a0fdcbd7efc80734b7125144f74fe90fac7350a3a887fc5aba3ef983207226,19,article_pdf,doi,1.0,
doi:10.1021/acssynbio.9b00388,10.1021/acssynbio.9b00388,2020,Design and Optimization of a Cell-Free Atrazine Biosensor,already_present,PMC7341367,PMC7341367.1,data/papers/2020/10.1021__acssynbio.9b00388/versions/pmc_author_manuscript/paper__e84953e0f841.pdf,2026-09-03T05:49:24+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC7341367/pdf/nihms-1603608.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC7341367/pdf/nihms-1603608.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC7341367/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2020/10.1021__acssynbio.9b00388/versions/pmc_author_manuscript/pmc_manifest__26ec9f661895.json,26ec9f66189513ceab40393aa679a1f2a94848a19fdd272e02abb3aa98455d33,data/papers/2020/10.1021__acssynbio.9b00388/pmc.json,data/papers/2020/10.1021__acssynbio.9b00388/versions/pmc_author_manuscript/pmc_package_metadata__8943cc979c08.json,8943cc979c08d9436fe9306e6d8223d0b49a621f4ecf7f7a6f5018cc3d9dd0a3,594,data/papers/2020/10.1021__acssynbio.9b00388/pmc/PMC7341367.1.xml,data/papers/2020/10.1021__acssynbio.9b00388/versions/pmc_author_manuscript/pmc_article_xml__98b7869df3be.xml,98b7869df3be3a6fe274cc2a79777f7fbbb25c024d358f1785dc8bf137363a74,80427,844575,e84953e0f8417c2da037e5e819482d7b4e31428bd97fa565540c32ab0a330eb8,12,article_pdf,doi,1.0,
doi:10.1021/acssynbio.9b00395,10.1021/acssynbio.9b00395,2020,Light-Inducible Recombinases for Bacterial Optogenetics,already_present,PMC7393974,PMC7393974.1,data/papers/2020/10.1021__acssynbio.9b00395/versions/pmc_author_manuscript/paper__a6728f847769.pdf,2026-09-03T05:49:06+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC7393974/pdf/nihms-1608987.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC7393974/pdf/nihms-1608987.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC7393974/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2020/10.1021__acssynbio.9b00395/versions/pmc_author_manuscript/pmc_manifest__4bd4f892c31b.json,4bd4f892c31bf9f26c048a14930530e242edcd7890befe60a228f6612688a575,data/papers/2020/10.1021__acssynbio.9b00395/pmc.json,data/papers/2020/10.1021__acssynbio.9b00395/versions/pmc_author_manuscript/pmc_package_metadata__b26c708d1b95.json,b26c708d1b955cf41460eb1b19c32e1c338ea341381e4c36dc202b10b9549256,592,data/papers/2020/10.1021__acssynbio.9b00395/pmc/PMC7393974.1.xml,data/papers/2020/10.1021__acssynbio.9b00395/versions/pmc_author_manuscript/pmc_article_xml__ae9d165d002c.xml,ae9d165d002cbe9e1205c4f6c3c2ce5a3ca17c69f79ee8f86e4a348f00e01d53,97270,1217058,a6728f847769930547eb2395cf0fd1000caf3be2035cbd5f1a5ff1702096303a,18,article_pdf,doi,1.0,
