record_id,doi,year,title,has_local_article_pdf,has_local_article_text,has_local_source,has_verified_local_article_pdf,has_verified_local_article_text,has_verified_local_source,has_local_version_of_record_pdf,article_pdf_count,verified_article_pdf_count,verified_article_text_count,version_of_record_pdf_count,preferred_pdf_path,preferred_pdf_is_version_of_record,article_pdf_paths_json,verified_article_pdf_paths_json,version_of_record_pdf_paths_json,article_text_paths_json,verified_article_text_paths_json,article_artifacts_json,verified_article_artifact_count,invalid_artifact_count,unverified_artifact_count,artifact_issues_json,source_versions_json,pmcid,pmc_status,pmc_media_count,pmc_image_count,pmc_media_paths_json,figures_total,figures_sbol_visual_compatible,figures_sbol_visual_compliant,figures_best_practices,has_compatible_figures,all_compatible_figures_compliant
doi:10.1021/acssynbio.7b00359,10.1021/acssynbio.7b00359,2018,“Site and Mutation”-Specific Predictions Enable Minimal Directed Evolution Libraries,False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],5,0,0,0,False,False
doi:10.1021/acssynbio.7b00428,10.1021/acssynbio.7b00428,2018,Modulation of Intracellular O2 Concentration in Escherichia coli Strains Using Oxygen Consuming Devices,True,False,True,True,False,True,False,1,1,0,0,data/papers/2018/10.1021__acssynbio.7b00428/paper.pdf,False,"[""data/papers/2018/10.1021__acssynbio.7b00428/paper.pdf""]","[""data/papers/2018/10.1021__acssynbio.7b00428/paper.pdf""]",[],[],[],"[{""path"": ""data/papers/2018/10.1021__acssynbio.7b00428/paper.pdf"", ""source"": ""External full text at wrap.warwick.ac.uk"", ""version"": null, ""hash"": ""98d98c11c23529d93f3157b1669f8ba92bfaf8fcf00f0e4452685e16e3f3437c"", ""hash_algorithm"": ""sha256"", ""md5"": ""17cda15cc850c7075ff2c7c9a4a58c55"", ""bytes"": 2145734, ""kind"": ""article_pdf"", ""is_version_of_record"": false, ""source_url"": ""http://wrap.warwick.ac.uk/104507/1/WRAP-modulation-intracellular-escherichia-oxygen-consuming-.Jaramillo-2018.pdf"", ""provenance_path"": ""data/papers/2018/10.1021__acssynbio.7b00428/metadata.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}]",1,0,0,[],[],,,0,0,[],7,1,0,0,True,False
doi:10.1021/acssynbio.7b00430,10.1021/acssynbio.7b00430,2018,"Developing a Synthetic Biology Toolkit for Comamonas testosteroni, an Emerging Cellular Chassis for Bioremediation",False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],5,4,1,0,True,False
doi:10.1021/acssynbio.8b00036,10.1021/acssynbio.8b00036,2018,Tuning Vector Stability and Integration Frequency Elevates Functional GPCR Production and Homogeneity in Saccharomyces cerevisiae,False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],8,0,0,0,False,False
doi:10.1021/acssynbio.8b00110,10.1021/acssynbio.8b00110,2018,Exploring the Nonconserved Sequence Space of Synthetic Expression Modules in Bacillus subtilis,False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],8,1,1,1,True,True
doi:10.1021/acssynbio.8b00115,10.1021/acssynbio.8b00115,2018,"Construction, Model-Based Analysis, and Characterization of a Promoter Library for Fine-Tuned Gene Expression in Bacillus subtilis",False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],10,2,0,0,True,False
doi:10.1021/acssynbio.8b00202,10.1021/acssynbio.8b00202,2018,Synthesizing a Genetic Sensor Based on CRISPR-Cas9 for Specifically Killing p53-Deficient Cancer Cells,False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],7,3,0,0,True,False
doi:10.1021/acssynbio.8b00225,10.1021/acssynbio.8b00225,2018,De Novo -Designed α-Helical Barrels as Receptors for Small Molecules,False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],5,0,0,0,False,False
doi:10.1021/acssynbio.8b00250,10.1021/acssynbio.8b00250,2018,Reversible Social Self-Sorting of Colloidal Cell-Mimics with Blue Light Switchable Proteins,False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],6,0,0,0,False,False
doi:10.1021/acssynbio.8b00120,10.1021/acssynbio.8b00120,2018,OptoBase: A Web Platform for Molecular Optogenetics,False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],2,0,0,0,False,False
doi:10.1021/acssynbio.8b00160,10.1021/acssynbio.8b00160,2018,Electric-Field Manipulation of a Compartmentalized Cell-Free Gene Expression Reaction,False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],3,0,0,0,False,False
doi:10.1021/acssynbio.8b00165,10.1021/acssynbio.8b00165,2018,Predicting Transcriptional Output of Synthetic Multi-input Promoters,True,True,True,False,True,True,False,1,0,2,0,,False,"[""data/papers/2018/10.1021__acssynbio.8b00165/versions/pmc_author_manuscript/paper__832040fd26c1.pdf""]",[],[],"[""data/papers/2018/10.1021__acssynbio.8b00165/pmc/PMC6608594.1.txt"", ""data/papers/2018/10.1021__acssynbio.8b00165/pmc/PMC6608594.1.xml""]","[""data/papers/2018/10.1021__acssynbio.8b00165/pmc/PMC6608594.1.txt"", ""data/papers/2018/10.1021__acssynbio.8b00165/pmc/PMC6608594.1.xml""]","[{""path"": ""data/papers/2018/10.1021__acssynbio.8b00165/pmc/PMC6608594.1.txt"", ""source"": ""NIH NLM PubMed Central Article Datasets"", ""version"": ""author_manuscript"", ""hash"": ""aae5cfb7781dd3fdf785f74a2f43fd2110a1be3351d1c824aec1c342399ca57b"", ""hash_algorithm"": ""sha256"", ""md5"": ""080ea301d3f5e924ccd6515768171233"", ""bytes"": 53220, ""kind"": ""article_text"", ""is_version_of_record"": false, ""source_url"": ""s3://pmc-oa-opendata/PMC6608594.1/PMC6608594.1.txt?md5=080ea301d3f5e924ccd6515768171233"", ""provenance_path"": ""data/papers/2018/10.1021__acssynbio.8b00165/pmc.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}, {""path"": ""data/papers/2018/10.1021__acssynbio.8b00165/pmc/PMC6608594.1.xml"", ""source"": ""NIH NLM PubMed Central Article Datasets"", ""version"": ""author_manuscript"", ""hash"": ""5f8ac7c57efd8c4f7d023cea2e0f2611fb998f699923affe63084d090c2aadfb"", ""hash_algorithm"": ""sha256"", ""md5"": ""4e8042e79cd91086ea61dc9c4f79c107"", ""bytes"": 120981, ""kind"": ""article_xml"", ""is_version_of_record"": false, ""source_url"": ""s3://pmc-oa-opendata/PMC6608594.1/PMC6608594.1.xml?md5=4e8042e79cd91086ea61dc9c4f79c107"", ""provenance_path"": ""data/papers/2018/10.1021__acssynbio.8b00165/pmc.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}, {""path"": ""data/papers/2018/10.1021__acssynbio.8b00165/versions/pmc_author_manuscript/paper__832040fd26c1.pdf"", ""source"": ""NIH NLM PubMed Central public article page"", ""version"": ""author_manuscript"", ""hash"": ""832040fd26c1c523855f0b739cfa1e9cb509a1df5580504420be75143e70276a"", ""hash_algorithm"": ""sha256"", ""md5"": ""0fd5d3c4d18621826c7d2b90727d1000"", ""bytes"": 1186977, ""kind"": ""article_pdf"", ""is_version_of_record"": false, ""source_url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC6608594/pdf/nihms-1035606.pdf"", ""provenance_path"": ""data/papers/2018/10.1021__acssynbio.8b00165/versions/pmc_author_manuscript/metadata__832040fd26c1.json"", ""verification_status"": ""unverified"", ""verification_errors"": [""The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.""], ""local_file_present"": true}]",2,0,1,"[{""path"": ""data/papers/2018/10.1021__acssynbio.8b00165/versions/pmc_author_manuscript/paper__832040fd26c1.pdf"", ""kind"": ""article_pdf"", ""verification_status"": ""unverified"", ""verification_errors"": [""The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.""], ""provenance_path"": ""data/papers/2018/10.1021__acssynbio.8b00165/versions/pmc_author_manuscript/metadata__832040fd26c1.json""}]","[""author_manuscript""]",PMC6608594,author_manuscript_text_already_present,0,0,[],4,3,3,0,True,True
doi:10.1021/acssynbio.7b00465,10.1021/acssynbio.7b00465,2018,Sequence Specific Modeling of E. coli Cell-Free Protein Synthesis,True,False,True,True,False,True,False,1,1,0,0,data/papers/2018/10.1021__acssynbio.7b00465/paper.pdf,False,"[""data/papers/2018/10.1021__acssynbio.7b00465/paper.pdf""]","[""data/papers/2018/10.1021__acssynbio.7b00465/paper.pdf""]",[],[],[],"[{""path"": ""data/papers/2018/10.1021__acssynbio.7b00465/paper.pdf"", ""source"": ""External full text at www.biorxiv.org"", ""version"": null, ""hash"": ""ae5fed4ad841aaad83240c08f8971c5ef08a1dedc78c57bf2a762898943f1b4b"", ""hash_algorithm"": ""sha256"", ""md5"": ""a166cd27095f3f8fb10dee773717fde4"", ""bytes"": 1220277, ""kind"": ""article_pdf"", ""is_version_of_record"": false, ""source_url"": ""https://www.biorxiv.org/content/biorxiv/early/2017/12/28/139774.full.pdf"", ""provenance_path"": ""data/papers/2018/10.1021__acssynbio.7b00465/metadata.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}]",1,0,0,[],[],,,0,0,[],7,0,0,0,False,False
doi:10.1021/acssynbio.8b00049,10.1021/acssynbio.8b00049,2018,Discovery and Evaluation of Biosynthetic Pathways for the Production of Five Methyl Ethyl Ketone Precursors,False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],6,0,0,0,False,False
doi:10.1021/acssynbio.8b00062,10.1021/acssynbio.8b00062,2018,Fine-Tuned Protein Production in Methanosarcina acetivorans C2A,False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],8,3,0,0,True,False
doi:10.1021/acssynbio.8b00075,10.1021/acssynbio.8b00075,2018,Synthetic Pathway for the Production of Olivetolic Acid in Escherichia coli,False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],5,2,0,0,True,False
doi:10.1021/acssynbio.8b00102,10.1021/acssynbio.8b00102,2018,Promoter Engineering for Enhanced P(3HB- co -4HB) Production by Halomonas bluephagenesis,False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],7,2,2,0,True,True
doi:10.1021/acssynbio.8b00121,10.1021/acssynbio.8b00121,2018,An Artificial Yeast Genetic Circuit Enables Deep Mutational Scanning of an Antimicrobial Resistance Protein,False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],6,2,0,0,True,False
doi:10.1021/acssynbio.8b00136,10.1021/acssynbio.8b00136,2018,An Engineered Constitutive Promoter Set with Broad Activity Range for Cupriavidus necator H16,False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],8,4,4,2,True,True
doi:10.1021/acssynbio.8b00153,10.1021/acssynbio.8b00153,2018,Fluorescent Guide RNAs Facilitate Development of Layered Pol II-Driven CRISPR Circuits,False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],4,3,3,0,True,True
doi:10.1021/acssynbio.8b00172,10.1021/acssynbio.8b00172,2018,In Vitro Transcription Networks Based on Hairpin Promoter Switches,False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],6,0,0,0,False,False
doi:10.1021/acssynbio.8b00175,10.1021/acssynbio.8b00175,2018,Library of Synthetic Streptomyces Regulatory Sequences for Use in Promoter Engineering of Natural Product Biosynthetic Gene Clusters,False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],6,5,0,0,True,False
doi:10.1021/acssynbio.8b00204,10.1021/acssynbio.8b00204,2018,Tight Translational Control Using Site-Specific Unnatural Amino Acid Incorporation with Positive Feedback Gene Circuits,False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],5,1,0,0,True,False
doi:10.1021/acssynbio.8b00228,10.1021/acssynbio.8b00228,2018,Robustness of a Reconstituted Escherichia coli Protein Translation System Analyzed by Computational Modeling,False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],7,0,0,0,False,False
doi:10.1021/acssynbio.8b00230,10.1021/acssynbio.8b00230,2018,Human Artificial Chromosome with Regulated Centromere: A Tool for Genome and Cancer Studies,True,True,True,True,True,True,True,1,1,2,1,data/papers/2018/10.1021__acssynbio.8b00230/paper.pdf,True,"[""data/papers/2018/10.1021__acssynbio.8b00230/paper.pdf""]","[""data/papers/2018/10.1021__acssynbio.8b00230/paper.pdf""]","[""data/papers/2018/10.1021__acssynbio.8b00230/paper.pdf""]","[""data/papers/2018/10.1021__acssynbio.8b00230/pmc/PMC6154217.1.txt"", ""data/papers/2018/10.1021__acssynbio.8b00230/pmc/PMC6154217.1.xml""]","[""data/papers/2018/10.1021__acssynbio.8b00230/pmc/PMC6154217.1.txt"", ""data/papers/2018/10.1021__acssynbio.8b00230/pmc/PMC6154217.1.xml""]","[{""path"": ""data/papers/2018/10.1021__acssynbio.8b00230/paper.pdf"", ""source"": ""NIH NLM PubMed Central Article Datasets"", ""version"": ""published_version"", ""hash"": ""3923d73a6a74291d2ea67e29e36ea16778e4da0bc09e0b62e507d7d249123361"", ""hash_algorithm"": ""sha256"", ""md5"": ""1152f43bc76d4defe578ef45603b0698"", ""bytes"": 4192367, ""kind"": ""article_pdf"", ""is_version_of_record"": true, ""source_url"": ""s3://pmc-oa-opendata/PMC6154217.1/PMC6154217.1.pdf?md5=1152f43bc76d4defe578ef45603b0698"", ""provenance_path"": ""data/papers/2018/10.1021__acssynbio.8b00230/pmc.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}, {""path"": ""data/papers/2018/10.1021__acssynbio.8b00230/pmc/PMC6154217.1.txt"", ""source"": ""NIH NLM PubMed Central Article Datasets"", ""version"": ""published_version"", ""hash"": ""fe9a0a4e8b482548bb5809ed331b8639e430a448afba0150156005fa58197068"", ""hash_algorithm"": ""sha256"", ""md5"": ""85fd954b93323de69e10c379d82c9fc4"", ""bytes"": 92272, ""kind"": ""article_text"", ""is_version_of_record"": true, ""source_url"": ""s3://pmc-oa-opendata/PMC6154217.1/PMC6154217.1.txt?md5=85fd954b93323de69e10c379d82c9fc4"", ""provenance_path"": ""data/papers/2018/10.1021__acssynbio.8b00230/pmc.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}, {""path"": ""data/papers/2018/10.1021__acssynbio.8b00230/pmc/PMC6154217.1.xml"", ""source"": ""NIH NLM PubMed Central Article Datasets"", ""version"": ""published_version"", ""hash"": ""5e8f3985d84d44b9f8a6094e4da2f5b5ab819beb18d21848418f4a805258880c"", ""hash_algorithm"": ""sha256"", ""md5"": ""8f3bb8d20fe2bd6da98e50227734b1e8"", ""bytes"": 217037, ""kind"": ""article_xml"", ""is_version_of_record"": true, ""source_url"": ""s3://pmc-oa-opendata/PMC6154217.1/PMC6154217.1.xml?md5=8f3bb8d20fe2bd6da98e50227734b1e8"", ""provenance_path"": ""data/papers/2018/10.1021__acssynbio.8b00230/pmc.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}]",3,0,0,[],"[""published_version""]",PMC6154217,already_present,12,12,"[""data/papers/2018/10.1021__acssynbio.8b00230/media/sb-2018-00230q_0001.jpg"", ""data/papers/2018/10.1021__acssynbio.8b00230/media/sb-2018-00230q_0002.jpg"", ""data/papers/2018/10.1021__acssynbio.8b00230/media/sb-2018-00230q_0003.jpg"", ""data/papers/2018/10.1021__acssynbio.8b00230/media/sb-2018-00230q_0004.jpg"", ""data/papers/2018/10.1021__acssynbio.8b00230/media/sb-2018-00230q_0005.jpg"", ""data/papers/2018/10.1021__acssynbio.8b00230/media/sb-2018-00230q_0006.jpg"", ""data/papers/2018/10.1021__acssynbio.8b00230/media/sb-2018-00230q_0007.jpg"", ""data/papers/2018/10.1021__acssynbio.8b00230/media/sb-2018-00230q_0008.jpg"", ""data/papers/2018/10.1021__acssynbio.8b00230/media/sb-2018-00230q_0009.jpg"", ""data/papers/2018/10.1021__acssynbio.8b00230/media/sb-2018-00230q_0010.jpg"", ""data/papers/2018/10.1021__acssynbio.8b00230/media/sb-2018-00230q_0011.jpg"", ""data/papers/2018/10.1021__acssynbio.8b00230/media/sb-2018-00230q_0012.jpg""]",11,6,6,1,True,True
doi:10.1021/acssynbio.8b00052,10.1021/acssynbio.8b00052,2018,A Biosensor Strategy forE. coliBased on Ligand-Dependent Stabilization,True,True,True,False,True,True,False,1,0,2,0,,False,"[""data/papers/2018/10.1021__acssynbio.8b00052/versions/pmc_author_manuscript/paper__0330f78ae55b.pdf""]",[],[],"[""data/papers/2018/10.1021__acssynbio.8b00052/pmc/PMC6358018.1.txt"", ""data/papers/2018/10.1021__acssynbio.8b00052/pmc/PMC6358018.1.xml""]","[""data/papers/2018/10.1021__acssynbio.8b00052/pmc/PMC6358018.1.txt"", ""data/papers/2018/10.1021__acssynbio.8b00052/pmc/PMC6358018.1.xml""]","[{""path"": ""data/papers/2018/10.1021__acssynbio.8b00052/pmc/PMC6358018.1.txt"", ""source"": ""NIH NLM PubMed Central Article Datasets"", ""version"": ""author_manuscript"", ""hash"": ""dd5a2907deedc4f493670558b7e05cd64c496489951aed3d80bcf61a5a37133e"", ""hash_algorithm"": ""sha256"", ""md5"": ""9605462347752a5751b27407c1704bf6"", ""bytes"": 46865, ""kind"": ""article_text"", ""is_version_of_record"": false, ""source_url"": ""s3://pmc-oa-opendata/PMC6358018.1/PMC6358018.1.txt?md5=9605462347752a5751b27407c1704bf6"", ""provenance_path"": ""data/papers/2018/10.1021__acssynbio.8b00052/pmc.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}, {""path"": ""data/papers/2018/10.1021__acssynbio.8b00052/pmc/PMC6358018.1.xml"", ""source"": ""NIH NLM PubMed Central Article Datasets"", ""version"": ""author_manuscript"", ""hash"": ""c5ff34c931ae7e195aa5521d5506ec7545520d99e7a59f16e76c83618a52e08b"", ""hash_algorithm"": ""sha256"", ""md5"": ""f28d73ee46bbe097c6c2af3a7caf16ff"", ""bytes"": 82762, ""kind"": ""article_xml"", ""is_version_of_record"": false, ""source_url"": ""s3://pmc-oa-opendata/PMC6358018.1/PMC6358018.1.xml?md5=f28d73ee46bbe097c6c2af3a7caf16ff"", ""provenance_path"": ""data/papers/2018/10.1021__acssynbio.8b00052/pmc.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}, {""path"": ""data/papers/2018/10.1021__acssynbio.8b00052/versions/pmc_author_manuscript/paper__0330f78ae55b.pdf"", ""source"": ""NIH NLM PubMed Central public article page"", ""version"": ""author_manuscript"", ""hash"": ""0330f78ae55bc1fbeec0439b92660637bc7ada85a95a14605f5ebf9069cafcaf"", ""hash_algorithm"": ""sha256"", ""md5"": ""ddbe8e1eebcf8647b7fe612661f3aafd"", ""bytes"": 1171153, ""kind"": ""article_pdf"", ""is_version_of_record"": false, ""source_url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC6358018/pdf/nihms-1003375.pdf"", ""provenance_path"": ""data/papers/2018/10.1021__acssynbio.8b00052/versions/pmc_author_manuscript/metadata__0330f78ae55b.json"", ""verification_status"": ""unverified"", ""verification_errors"": [""The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.""], ""local_file_present"": true}]",2,0,1,"[{""path"": ""data/papers/2018/10.1021__acssynbio.8b00052/versions/pmc_author_manuscript/paper__0330f78ae55b.pdf"", ""kind"": ""article_pdf"", ""verification_status"": ""unverified"", ""verification_errors"": [""The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.""], ""provenance_path"": ""data/papers/2018/10.1021__acssynbio.8b00052/versions/pmc_author_manuscript/metadata__0330f78ae55b.json""}]","[""author_manuscript""]",PMC6358018,author_manuscript_text_already_present,0,0,[],5,1,1,0,True,True
doi:10.1021/acssynbio.8b00099,10.1021/acssynbio.8b00099,2018,Engineering Riboswitches in Vivo Using Dual Genetic Selection and Fluorescence-Activated Cell Sorting,False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],4,1,1,0,True,True
doi:10.1021/acssynbio.8b00138,10.1021/acssynbio.8b00138,2018,A Synthetic Microbial Operational Amplifier,True,False,True,True,False,True,False,1,1,0,0,data/papers/2018/10.1021__acssynbio.8b00138/paper.pdf,False,"[""data/papers/2018/10.1021__acssynbio.8b00138/paper.pdf""]","[""data/papers/2018/10.1021__acssynbio.8b00138/paper.pdf""]",[],[],[],"[{""path"": ""data/papers/2018/10.1021__acssynbio.8b00138/paper.pdf"", ""source"": ""External full text at www.biorxiv.org"", ""version"": null, ""hash"": ""b12c995348d7d5aec58bddde36b4065814492d6ce195969e649c0f02e26f9718"", ""hash_algorithm"": ""sha256"", ""md5"": ""42ba639b093853bb27038f487adc4a96"", ""bytes"": 1161953, ""kind"": ""article_pdf"", ""is_version_of_record"": false, ""source_url"": ""https://www.biorxiv.org/content/biorxiv/early/2017/07/10/161828.full.pdf"", ""provenance_path"": ""data/papers/2018/10.1021__acssynbio.8b00138/metadata.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}]",1,0,0,[],[],,,0,0,[],4,4,4,0,True,True
doi:10.1021/acssynbio.8b00155,10.1021/acssynbio.8b00155,2018,Machine-Learning-Guided Mutagenesis for Directed Evolution of Fluorescent Proteins,False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],3,0,0,0,False,False
doi:10.1021/acssynbio.8b00131,10.1021/acssynbio.8b00131,2018,In Vivo Assimilation of One-Carbon via a Synthetic Reductive Glycine Pathway in Escherichia coli,False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],3,0,0,0,False,False
doi:10.1021/acssynbio.8b00167,10.1021/acssynbio.8b00167,2018,Implementation of a Reductive Route of One-Carbon Assimilation in Escherichia coli through Directed Evolution,False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],4,0,0,0,False,False
doi:10.1021/acssynbio.8b00174,10.1021/acssynbio.8b00174,2018,Mitochondrial H2O2 Generation Using a Tunable Chemogenetic Tool To Perturb Redox Homeostasis in Human Cells and Induce Cell Death,True,False,True,True,False,True,False,1,1,0,0,data/papers/2018/10.1021__acssynbio.8b00174/paper.pdf,False,"[""data/papers/2018/10.1021__acssynbio.8b00174/paper.pdf""]","[""data/papers/2018/10.1021__acssynbio.8b00174/paper.pdf""]",[],[],[],"[{""path"": ""data/papers/2018/10.1021__acssynbio.8b00174/paper.pdf"", ""source"": ""External full text at dspace.mit.edu"", ""version"": null, ""hash"": ""fdab29cb5f3b727bd831cfde7ac5ba23fe1bb73d314abfbdb8d0054b378696cd"", ""hash_algorithm"": ""sha256"", ""md5"": ""7e3d99077d5bc2f1e892dcbac95c99f0"", ""bytes"": 1797133, ""kind"": ""article_pdf"", ""is_version_of_record"": false, ""source_url"": ""https://dspace.mit.edu/bitstream/1721.1/122819/3/Mitochondrial%20H2O2%20with%20SI.pdf"", ""provenance_path"": ""data/papers/2018/10.1021__acssynbio.8b00174/metadata.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}]",1,0,0,[],[],,,0,0,[],5,0,0,0,False,False
doi:10.1021/acssynbio.8b00180,10.1021/acssynbio.8b00180,2018,A Single-Component Optogenetic System Allows Stringent Switch of Gene Expression in Yeast Cells,False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],4,2,2,0,True,True
doi:10.1021/acssynbio.8b00198,10.1021/acssynbio.8b00198,2018,Optimization of Artificial Curcumin Biosynthesis in E. coli by Randomized 5′-UTR Sequences To Control the Multienzyme Pathway,False,False,False,False,False,False,False,0,0,0,0,,False,[],[],[],[],[],[],0,0,0,[],[],,,0,0,[],6,2,0,0,True,False
